year,title,artist,number
2019,See You Again ,Charlie Puth,5629279
2019,I Like Me Better ,Lauv,31341509
2019,"Arabian Nights (2019) (From ""Aladdin""/Soundtrack Version) ",Will Smith,31815956
2019,Something Just Like This ,The Chainsmokers,30271730
2019,"Prince Ali (From ""Aladdin""/Soundtrack Version) ",Will Smith,31815961
2019,The Ocean (Feat. Shy Martin) (Radio Edit.) ,Mike Perry,8268343
2019,come out and play ,Billie Eilish,31436696
2019,"Show Yourself (From ""Frozen 2""/Soundtrack Version) ",Idina Menzel,32180594
2019,Stay ,Zedd,30272722
2020,2002 ,Anne-Marie,31029291
2020,Dance Monkey ,Tones And I,31979846
2020,Memories ,Maroon 5,32055419
2020,Don't Start Now ,Dua Lipa,32137576
2020,Paris in the Rain ,Lauv,31341518
2020,bad guy ,Billie Eilish,31701428
2020,Maniac ,Conan Gray,32122539
2020,Painkiller ,Ruel,31768993
2020,To Die For ,Sam Smith,32373713
2020,12:45 (Stripped) ,Etham,31509376
2020,Señorita ,Shawn Mendes,31877297
2020,comethru ,Jeremy Zucker,31621518
2020,"Into the Unknown (From ""Frozen 2""/Soundtrack Version) ",Idina Menzel,32180585
2020,Birthday ,Anne-Marie,32362644
2020,Stuck with U ,Ariana Grande,32584913
2020,Savage Love (Laxed - Siren Beat) (BTS Remix) ,Jawsh 685,32962258
2020,ROXANNE ,Arizona Zervas,32180635
2020,"Speechless (Full) (From ""Aladdin""/Soundtrack Version) ",Naomi Scott,31815967
2020,Believer ,Imagine Dragons,30227238
2020,Snowman ,Sia,30717645
2020,Know Me Too Well ,New Hope Club,32077651
2020,Circles ,Post Malone,32033883
2020,Santa Tell Me ,Ariana Grande,5475060
2020,Bad ,Christopher,31012145
2020,Shape of You ,Ed Sheeran,30188113
2020,All I Want for Christmas Is You ,Mariah Carey,14776
2020,YOUTH ,Troye Sivan,7928705
2020,Sugar ,Maroon 5,4857981
2020,"Show Yourself (From ""Frozen 2""/Soundtrack Version) ",Idina Menzel,32180594
2020,On My Way (배틀그라운드 모바일 배경음악) ,Alan Walker,31680819
2020,Watermelon Sugar ,Harry Styles,32182451
2020,Bad Boy ,청하,32947184
2020,Blinding Lights ,The Weeknd,32219271
2020,Say So ,Doja Cat,32155999
2020,One Call Away ,Charlie Puth,5832034
2020,Stack It Up (Feat. A Boogie wit da Hoodie) ,Liam Payne,32047061
2020,7 rings ,Ariana Grande,31567235
2020,Juice ,Lizzo,31535725
2020,Love Yourself ,Justin Bieber,7931286
2020,I Like Me Better ,Lauv,31341509
2020,"10,000 Hours ",Dan + Shay,32077713
2020,Closer (Feat. Halsey) ,The Chainsmokers,8287788
2020,Yummy ,Justin Bieber,32291102
2020,2 soon ,keshi,31444012
2020,Attention ,Charlie Puth,30380968
2020,Honesty ,Pink Sweat$,33281503
2020,I'm Not The Only One ,Sam Smith,4660794
2020,EX ,Kiana Lede,31348703
2020,Talk ,Khalid,31598143
2020,"thank u, next ",Ariana Grande,31402611
2021,Peaches (Feat. Daniel Caesar & Giveon) ,Justin Bieber,33359317
2021,Savage Love (Laxed - Siren Beat) (BTS Remix) ,Jawsh 685,32962258
2021,STAY ,The Kid LAROI,33658563
2021,2002 ,Anne-Marie,31029291
2021,12:45 (Stripped) ,Etham,31509376
2021,Memories ,Maroon 5,32055419
2021,Dance Monkey ,Tones And I,31979846
2021,Off My Face ,Justin Bieber,33359309
2021,Bad Habits ,Ed Sheeran,33623210
2021,Paris in the Rain ,Lauv,31341518
2021,Don't Start Now ,Dua Lipa,32137576
2021,Maniac ,Conan Gray,32122539
2021,My Universe ,Coldplay,33998510
2021,Snowman ,Sia,30717645
2021,Bad Boy ,청하,32947184
2021,Santa Tell Me ,Ariana Grande,5475060
2021,At My Worst ,Pink Sweat$,32793011
2021,parachute ,John K,33059002
2021,Stuck with U ,Ariana Grande,32584913
2021,All I Want for Christmas Is You ,Mariah Carey,14776
2021,Bad ,Christopher,31012145
2021,Leave The Door Open ,Bruno Mars,33333951
2021,bad guy ,Billie Eilish,31701428
2021,Painkiller ,Ruel,31768993
2021,Shape of You ,Ed Sheeran,30188113
2021,Love Yourself ,Justin Bieber,7931286
2021,Ashes ,Stellar,32993141
2021,To Die For ,Sam Smith,32373713
2021,"Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack) ",David Guetta,5473462
2021,Believer ,Imagine Dragons,30227238
2021,comethru ,Jeremy Zucker,31621518
2021,YOUTH ,Troye Sivan,7928705
2021,Beautiful Mistakes ,Maroon 5,33328774
2021,Kiss Me More (Feat. SZA) ,Doja Cat,33398835
2021,Sugar ,Maroon 5,4857981
2021,34+35 ,Ariana Grande,33029346
2021,Mood (Feat. Iann Dior) ,24KGoldn,32809262
2021,Hold On ,Justin Bieber,33333761
2021,Bang! ,AJR,32375186
2021,Levitating (feat. DaBaby) ,Dua Lipa,32962945
2021,Blinding Lights ,The Weeknd,32219271
2021,Watermelon Sugar ,Harry Styles,32182451
2021,One Call Away ,Charlie Puth,5832034
2021,Circles ,Post Malone,32033883
2021,I'm Not The Only One ,Sam Smith,4660794
2021,Bonfire ,Peder Elias,31978115
2021,cheap sunglasses ,John K,32974285
2021,Like 1999 ,Valley,33271200
2021,Tiny Riot ,Sam Ryder,33375439
2021,Señorita ,Shawn Mendes,31877297
2022,STAY ,The Kid LAROI,33658563
2022,That's Hilarious ,Charlie Puth,34864406
2022,Off My Face ,Justin Bieber,33359309
2022,abcdefu ,GAYLE,33808429
2022,My Universe ,Coldplay,33998510
2022,Bad Habits ,Ed Sheeran,33623210
2022,Left and Right (Feat. Jung Kook of BTS) ,Charlie Puth,35331586
2022,Snowman ,Sia,30717645
2022,2002 ,Anne-Marie,31029291
2022,Stronger (What Doesn't Kill You) ,Kelly Clarkson,3699046
2022,Peaches (Feat. Daniel Caesar & Giveon) ,Justin Bieber,33359317
2022,Loving You Girl (Feat. Hkeem) ,Peder Elias,33469725
2022,I Ain't Worried ,OneRepublic,35215215
2022,Savage Love (Laxed - Siren Beat) (BTS Remix) ,Jawsh 685,32962258
2022,12:45 (Stripped) ,Etham,31509376
2022,Bad ,Christopher,31012145
2022,Every Second ,Mina Okabe,33502105
2022,Paris in the Rain ,Lauv,31341518
2022,Light Switch ,Charlie Puth,34545693
2022,Memories ,Maroon 5,32055419
2022,Tiny Riot ,Sam Ryder,35984993
2022,Love Yourself ,Justin Bieber,7931286
2022,I Don't Think That I Like Her ,Charlie Puth,35640751
2022,Santa Tell Me ,Ariana Grande,5475060
2022,All I Want for Christmas Is You ,Mariah Carey,14776
2022,One Call Away ,Charlie Puth,5832034
2022,Dance Monkey ,Tones And I,31979846
2022,parachute ,John K,33059002
2022,Shape of You ,Ed Sheeran,30188113
2022,I'm Not The Only One ,Sam Smith,4660794
2022,Maniac ,Conan Gray,32122539
2022,Stuck with U ,Ariana Grande,32584913
2022,Dangerously ,Charlie Puth,8037843
2022,YOUTH ,Troye Sivan,7928705
2022,GHOST TOWN ,Benson Boone,34098217
2022,Believer ,Imagine Dragons,30227238
2022,Don't Start Now ,Dua Lipa,32137576
2022,Sugar ,Maroon 5,4857981
2022,Attention ,Charlie Puth,30380968
2022,comethru ,Jeremy Zucker,31621518
2022,At My Worst ,Pink Sweat$,32793011
2022,bad guy ,Billie Eilish,31701428
2022,Because Of You ,Ne-Yo,1622952
2022,Ashes ,Stellar,32993141
2022,See You Again ,Charlie Puth,5629279
2022,Painkiller ,Ruel,31768993
2022,As It Was ,Harry Styles,34836243
2022,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846
2022,Last Christmas ,Ariana Grande,4365842
2022,Leave The Door Open ,Bruno Mars,33333951
